school_number_id,university,university_full,state,SD,region,division,uni_size,size_class,uni_type,department_umbrella,position,gender,number,collector,verified
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,biology,instructor,male,0,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,chemistry,tt,female,5,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,chemistry,tt,male,28,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,chemistry,instructor,female,0,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,chemistry,instructor,male,0,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,comp_sci,tt,female,10,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,comp_sci,tt,male,52,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,comp_sci,instructor,female,3,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,comp_sci,instructor,male,2,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,engineering,tt,female,53,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,engineering,tt,male,160,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,engineering,instructor,female,5,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,engineering,instructor,male,7,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,math,tt,female,8,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,math,tt,male,50,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,math,instructor,female,6,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,math,instructor,male,2,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,physics ,tt,female,8,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,physics ,tt,male,35,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,physics ,instructor,female,0,CM,y
70,Cornell,Cornell University,New York,n,northeast,mid_atlantic,14700,large,R1,physics ,instructor,male,0,CM,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,biology,tt,female,7,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,biology,tt,male,9,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,biology,instructor,female,1,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,biology,instructor,male,1,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,chemistry,tt,female,4,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,chemistry,tt,male,13,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,chemistry,instructor,female,2,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,chemistry,instructor,male,2,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,comp_sci,tt,female,1,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,comp_sci,tt,male,4,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,comp_sci,instructor,female,0,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,comp_sci,instructor,male,0,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,math,tt,female,2,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,math,tt,male,5,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,math,instructor,female,0,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,math,instructor,male,0,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,physics,tt,female,2,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,physics,tt,male,8,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,physics,instructor,female,0,dg,y
16,Creighton,Creighton University,Nebraska,n,midwest,w_n_central,8600,medium,R2,physics,instructor,male,0,dg,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,biology,tt,male,16,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,biology,tt,female ,9,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,biology,instructor ,male,0,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,biology,instructor ,female ,4,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,comp_sci,tt,male,15,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,comp_sci,tt,female ,2,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,comp_sci,instructor ,male,3,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,comp_sci,instructor ,female ,2,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,engineering,tt,male,52,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,engineering,tt,female ,16,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,engineering,instructor ,male,7,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,engineering,instructor ,female ,1,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,math,tt,male,19,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,math,tt,female ,5,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,math,instructor ,male,6,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,math,instructor ,female ,5,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,chemistry,tt,male,13,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,chemistry,tt,female,3,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,chemistry,instructor,male,0,SA,y
32,Dartmouth ,Dartmouth ,New Hampshire,n,northeast,new_england,6350,medium,R1,chemistry,instructor,female,2,SA,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,biology,tt,female,7,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,biology,tt,male,8,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,biology,instructor,female,5,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,biology,instructor,male,3,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,chemistry,tt,female,5,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,chemistry,tt,male,9,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,chemistry,instructor,female,2,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,chemistry,instructor,male,0,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,comp_sci,tt,female,8,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,comp_sci,tt,male,42,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,comp_sci,instructor,female,2,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,comp_sci,instructor,male,6,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,math,tt,female,9,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,math,tt,male,17,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,math,instructor,female,1,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,math,instructor,male,2,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,physics ,tt,female,3,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,physics ,tt,male,5,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,physics ,instructor,female,0,CM,y
80,DePaul,DePaul University,Illinois,n,midwest,e_n_central,21670,large,R2,physics ,instructor,male,1,CM,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2100,medium,PUI ,biology ,instructor,female,0,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2100,medium,PUI ,biology ,instructor,male,0,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2100,medium,PUI ,biology ,tt,female,6,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2100,medium,PUI ,biology ,tt,male,7,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2100,medium,PUI ,chemistry,instructor,female,0,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2100,medium,PUI ,chemistry,instructor,male,0,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2100,medium,PUI ,chemistry,tt,female,5,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2100,medium,PUI ,chemistry,tt,male,2,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2101,medium,PUI ,comp_sci,instructor,female,0,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2102,medium,PUI ,comp_sci,instructor,male,1,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2103,medium,PUI ,comp_sci,tt,female,1,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2104,medium,PUI ,comp_sci,tt,male,3,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2100,medium,PUI ,math ,instructor,female,1,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2100,medium,PUI ,math ,instructor,male,0,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2100,medium,PUI ,math ,tt,female,3,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2100,medium,PUI ,math ,tt,male,5,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2100,medium,PUI ,physics,instructor,female,0,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2100,medium,PUI ,physics,instructor,male,0,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2100,medium,PUI ,physics,tt,female,1,NS,y
52,DC,Dickinson College ,Pennslyvania,n,northeast,mid_atlantic,2100,medium,PUI ,physics,tt,male,7,NS,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,biology,tt,female,5,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,biology,tt,male,8,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,biology,instructor,female,1,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,biology,instructor,male,1,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,chemistry,tt,female,6,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,chemistry,tt,male,1,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,chemistry,instructor,female,1,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,chemistry,instructor,male,2,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,comp_sci,tt,female,1,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,comp_sci,tt,male,10,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,comp_sci,instructor,female,1,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,comp_sci,instructor,male,3,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,engineering,tt,female,1,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,engineering,tt,male,6,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,engineering,instructor,female,0,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,engineering,instructor,male,1,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,math,tt,female,3,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,math,tt,male,7,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,math,instructor,female,3,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,math,instructor,male,1,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,physics ,tt,female,0,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,physics ,tt,male,2,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,physics ,instructor,female,0,SA,y
109,Dixie,Dixie State University,Utah,n,west,mountain,9900,medium,PUI,physics ,instructor,male,0,SA,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,biology,tt,female,4,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,biology,tt,male,10,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,biology,instructor,female,2,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,biology,instructor,male,2,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,chemistry,tt,female,3,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,chemistry,tt,male,9,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,chemistry,instructor,female,3,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,chemistry,instructor,male,0,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,comp_sci,tt,female,0,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,comp_sci,tt,male,5,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,comp_sci,instructor,female,0,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,comp_sci,instructor,male,0,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,engineering,tt,female,3,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,engineering,tt,male,3,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,engineering,instructor,female,0,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,engineering,instructor,male,0,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,math,tt,female,3,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,math,tt,male,4,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,math,instructor,female,1,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,math,instructor,male,4,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,physics ,tt,female,3,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,physics ,tt,male,3,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,physics ,instructor,female,0,CM,y
72,DUQ,Duquesne,Pennsylvania,n,northeast,mid_atlantic,6000,medium,R2,physics ,instructor,male,1,CM,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,biology,tt,female,14,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,biology,tt,male,18,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,biology,instructor,female,4,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,biology,instructor,male,4,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,chemistry,tt,female,4,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,chemistry,tt,male,15,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,chemistry,instructor,female,4,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,chemistry,instructor,male,7,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,comp_sci,tt,female,1,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,comp_sci,tt,male,7,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,comp_sci,instructor,female,2,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,comp_sci,instructor,male,2,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,engineering,tt,female,4,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,engineering,tt,male,21,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,engineering,instructor,female,2,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,engineering,instructor,male,5,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,math,tt,female,4,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,math,tt,male,12,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,math,instructor,female,5,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,math,instructor,male,8,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,physics ,tt,female,2,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,physics ,tt,male,15,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,physics ,instructor,female,1,NS,y
87,ECarolina,East Carolina University,North Carolina,n,south,s_atlantic,28900,large,R2,physics ,instructor,male,2,NS,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,biology,tt,female,2,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,biology,tt,male,10,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,biology,instructor,female,0,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,biology,instructor,male,0,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,chemistry,tt,female,3,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,chemistry,tt,male,8,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,chemistry,instructor,female,2,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,chemistry,instructor,male,0,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,comp_sci,tt,female,0,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,comp_sci,tt,male,9,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,comp_sci,instructor,female,4,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,comp_sci,instructor,male,9,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,engineering,tt,female,1,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,engineering,tt,male,16,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,engineering,instructor,female,1,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,engineering,instructor,male,1,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,math,tt,female,5,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,math,tt,male,12,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,math,instructor,female,1,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,math,instructor,male,2,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,physics ,tt,female,1,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,physics ,tt,male,7,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,physics ,instructor,female,1,dg,y
121,ETN,East Tennessee State University,Tennessee,n,south,e_s_central,15200,large,R2,physics ,instructor,male,1,dg,y
98,EOR,Eastern Oregon University,Oregon,n,west,pacific,2500,medium,PUI,biology,tt,female,2,dg,y
98,EOR,Eastern Oregon University,Oregon,n,west,pacific,2500,medium,PUI,biology,tt,male,3,dg,y
98,EOR,Eastern Oregon University,Oregon,n,west,pacific,2500,medium,PUI,biology,instructor,female,0,dg,y
98,EOR,Eastern Oregon University,Oregon,n,west,pacific,2500,medium,PUI,biology,instructor,male,0,dg,y
98,EOR,Eastern Oregon University,Oregon,n,west,pacific,2500,medium,PUI,chemistry,tt,female,1,dg,y
98,EOR,Eastern Oregon University,Oregon,n,west,pacific,2500,medium,PUI,chemistry,tt,male,4,dg,y
98,EOR,Eastern Oregon University,Oregon,n,west,pacific,2500,medium,PUI,chemistry,instructor,female,0,dg,y
98,EOR,Eastern Oregon University,Oregon,n,west,pacific,2500,medium,PUI,chemistry,instructor,male,0,dg,y
98,EOR,Eastern Oregon University,Oregon,n,west,pacific,2500,medium,PUI,comp_sci,tt,female,0,dg,y
98,EOR,Eastern Oregon University,Oregon,n,west,pacific,2500,medium,PUI,comp_sci,tt,male,2,dg,y
98,EOR,Eastern Oregon University,Oregon,n,west,pacific,2500,medium,PUI,comp_sci,instructor,female,0,dg,y
98,EOR,Eastern Oregon University,Oregon,n,west,pacific,2500,medium,PUI,comp_sci,instructor,male,1,dg,y
98,EOR,Eastern Oregon University,Oregon,n,west,pacific,2500,medium,PUI,math,tt,female,1,dg,y
98,EOR,Eastern Oregon University,Oregon,n,west,pacific,2500,medium,PUI,math,tt,male,4,dg,y
98,EOR,Eastern Oregon University,Oregon,n,west,pacific,2500,medium,PUI,math,instructor,female,2,dg,y
98,EOR,Eastern Oregon University,Oregon,n,west,pacific,2500,medium,PUI,math,instructor,male,2,dg,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,biology,tt,female,7,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,biology,tt,male,5,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,biology,instructor,female,3,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,biology,instructor,male,1,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,chemistry,tt,female,4,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,chemistry,tt,male,2,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,chemistry,instructor,female,1,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,chemistry,instructor,male,0,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,engineering,tt,female,4,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,engineering,tt,male,10,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,engineering,instructor,female,0,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,engineering,instructor,male,4,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,math,tt,female,4,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,math,tt,male,7,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,math,instructor,female,0,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,math,instructor,male,0,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,physics ,tt,female,1,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,physics ,tt,male,3,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,physics ,instructor,female,0,CM,y
100,Fairfield,Fairfield University,Connecticut,n,northeast,new_england,5100,medium,PUI,physics ,instructor,male,1,CM,y
127,Fordham,Fordham University,New York,n,northeast,mid_atlantic,15200,large,R2,biology,tt,female,3,dg,y
127,Fordham,Fordham University,New York,n,northeast,mid_atlantic,15200,large,R2,biology,tt,male,11,dg,y
127,Fordham,Fordham University,New York,n,northeast,mid_atlantic,15200,large,R2,biology,instructor,female,6,dg,y
127,Fordham,Fordham University,New York,n,northeast,mid_atlantic,15200,large,R2,biology,instructor,male,3,dg,y
127,Fordham,Fordham University,New York,n,northeast,mid_atlantic,15200,large,R2,chemistry,tt,female,3,dg,y
127,Fordham,Fordham University,New York,n,northeast,mid_atlantic,15200,large,R2,chemistry,tt,male,10,dg,y
127,Fordham,Fordham University,New York,n,northeast,mid_atlantic,15200,large,R2,chemistry,instructor,female,0,dg,y
127,Fordham,Fordham University,New York,n,northeast,mid_atlantic,15200,large,R2,chemistry,instructor,male,2,dg,y
127,Fordham,Fordham University,New York,n,northeast,mid_atlantic,15200,large,R2,comp_sci,tt,female,3,dg,y
127,Fordham,Fordham University,New York,n,northeast,mid_atlantic,15200,large,R2,comp_sci,tt,male,15,dg,y
127,Fordham,Fordham University,New York,n,northeast,mid_atlantic,15200,large,R2,comp_sci,instructor,female,3,dg,y
127,Fordham,Fordham University,New York,n,northeast,mid_atlantic,15200,large,R2,comp_sci,instructor,male,4,dg,y
